mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
1,63,25,0.0,1.0,0.0,0.0,10,4,18.0,4,1.0,1.0,8.0,85.0,22.0,4.0,5.0,625,1,10,0,0,0,1,0,1
3,67,21,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,2.0,,441,1,7,0,1,0,1,0,0
5,57,31,0.0,1.0,0.0,1.0,10,3,20.0,3,1.0,1.0,9.0,77.0,20.0,4.0,13.0,961,1,10,0,1,0,1,0,1
3,70,18,0.0,1.0,1.0,0.0,10,0,,0,1.0,1.0,,,,4.0,,324,1,10,1,0,0,1,0,0
10,62,26,0.0,0.0,0.0,0.0,9,2,21.0,2,1.0,1.0,2.0,87.0,24.0,4.0,10.0,676,1,9,1,0,0,0,0,1
6,69,19,0.0,0.0,0.0,0.0,10,0,,0,1.0,0.0,,,,3.0,,361,1,10,0,1,0,1,0,0
12,49,39,0.0,1.0,0.0,0.0,0,5,24.0,5,1.0,0.0,1.0,79.0,29.0,,7.0,1521,1,0,1,0,0,0,1,1
10,63,25,0.0,1.0,1.0,1.0,7,2,21.0,2,1.0,1.0,9.0,86.0,22.0,3.0,7.0,625,1,7,1,0,0,0,0,1
11,72,16,0.0,1.0,1.0,0.0,9,0,,0,1.0,0.0,,,,10.0,,256,1,9,0,1,0,0,0,0
9,58,30,0.0,1.0,1.0,0.0,4,0,,0,1.0,1.0,9.0,76.0,18.0,2.0,3.0,900,1,4,0,1,0,0,0,1
8,39,49,0.0,1.0,0.0,0.0,4,2,20.0,2,1.0,0.0,,,,,,2401,1,4,1,0,0,0,0,0
4,50,38,0.0,1.0,0.0,1.0,7,7,18.0,6,1.0,1.0,1.0,70.0,19.0,,7.0,1444,1,7,0,1,0,1,0,1
10,57,31,0.0,1.0,0.0,1.0,12,0,,0,1.0,0.0,7.0,79.0,21.0,7.0,7.0,961,1,12,0,0,0,0,0,1
8,72,16,0.0,1.0,0.0,1.0,6,0,,0,1.0,0.0,,,,1.0,,256,1,6,0,0,0,0,0,0
6,72,16,0.0,1.0,0.0,0.0,9,0,,0,1.0,0.0,,,,2.0,,256,1,9,0,1,0,1,0,0
7,61,27,0.0,1.0,0.0,0.0,13,2,15.0,2,1.0,1.0,,,,4.0,,729,1,13,0,1,0,0,0,0
2,62,26,0.0,1.0,0.0,1.0,0,1,17.0,1,1.0,1.0,,,,4.0,,676,1,0,0,1,0,1,1,0
2,64,24,0.0,1.0,0.0,0.0,10,1,22.0,1,1.0,1.0,9.0,88.0,24.0,4.0,10.0,576,1,10,0,1,0,1,0,1
6,67,21,0.0,0.0,0.0,1.0,10,1,18.0,1,1.0,1.0,,,,9.0,,441,1,10,0,1,0,1,0,0
1,47,41,0.0,1.0,0.0,0.0,4,8,20.0,7,1.0,1.0,10.0,66.0,19.0,4.0,,1681,1,4,0,1,0,1,0,1
6,69,19,0.0,1.0,0.0,0.0,6,1,18.0,1,1.0,0.0,,,,1.0,,361,1,6,0,1,0,1,0,0
11,53,35,0.0,1.0,1.0,0.0,10,4,21.0,4,1.0,0.0,1.0,75.0,21.0,6.0,12.0,1225,1,10,0,1,0,0,0,1
6,57,31,0.0,0.0,0.0,0.0,9,3,18.0,3,1.0,1.0,,,,3.0,,961,1,9,0,1,0,1,0,0
7,63,25,0.0,1.0,0.0,0.0,7,3,16.0,1,1.0,0.0,7.0,79.0,16.0,4.0,0.0,625,1,7,0,1,0,0,0,1
9,66,22,0.0,1.0,0.0,1.0,10,2,19.0,2,1.0,1.0,6.0,87.0,20.0,17.0,7.0,484,1,10,0,0,0,0,0,1
8,66,22,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,7.0,87.0,20.0,6.0,9.0,484,1,7,1,0,0,0,0,1
2,59,29,0.0,1.0,0.0,0.0,7,2,24.0,2,1.0,1.0,2.0,87.0,28.0,4.0,6.0,841,1,7,0,1,0,1,0,1
9,65,23,0.0,1.0,0.0,0.0,5,2,16.0,2,1.0,1.0,,,,2.0,,529,1,5,0,1,0,0,0,0
4,60,28,0.0,1.0,0.0,0.0,0,2,19.0,2,1.0,1.0,,,,7.0,,784,1,0,1,0,0,1,1,0
10,60,28,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,9.0,83.0,22.0,6.0,7.0,784,1,7,0,0,1,0,0,1
8,64,24,0.0,1.0,0.0,0.0,0,0,,0,1.0,0.0,,,,3.0,,576,1,0,0,0,0,0,1,0
6,62,26,0.0,1.0,0.0,0.0,7,2,19.0,2,1.0,1.0,11.0,80.0,18.0,3.0,5.0,676,1,7,1,0,0,1,0,1
6,64,24,0.0,1.0,0.0,0.0,9,2,18.0,2,1.0,1.0,,,,3.0,,576,1,9,0,1,0,1,0,0
4,70,18,0.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,,,,4.0,,324,1,10,0,0,1,1,0,0
2,62,26,0.0,1.0,0.0,0.0,7,2,20.0,2,1.0,1.0,7.0,81.0,19.0,4.0,3.0,676,1,7,1,0,0,1,0,1
9,59,29,0.0,1.0,0.0,0.0,9,1,21.0,1,1.0,0.0,,,,9.0,,841,1,9,0,1,0,0,0,0
9,64,24,0.0,1.0,0.0,0.0,7,1,21.0,1,1.0,1.0,,,,4.0,,576,1,7,0,0,0,0,0,0
11,67,21,0.0,1.0,0.0,0.0,7,1,17.0,1,1.0,1.0,,,,4.0,,441,1,7,0,1,0,0,0,0
4,67,21,0.0,1.0,0.0,0.0,7,2,17.0,2,1.0,1.0,,,,4.0,,441,1,7,0,1,0,1,0,0
11,66,22,0.0,1.0,0.0,0.0,7,1,21.0,1,1.0,1.0,,,,4.0,,484,1,7,0,1,0,0,0,0
5,68,20,0.0,1.0,0.0,0.0,9,1,18.0,1,1.0,1.0,,,,4.0,,400,1,9,0,1,0,1,0,0
2,72,16,0.0,1.0,0.0,0.0,9,0,,0,1.0,0.0,,,,4.0,,256,1,9,0,1,0,1,0,0
3,66,22,0.0,1.0,0.0,0.0,3,3,16.0,3,1.0,1.0,,,,3.0,,484,1,3,0,1,0,1,0,0
1,53,35,0.0,1.0,0.0,0.0,0,0,,0,1.0,0.0,11.0,86.0,33.0,5.0,3.0,1225,1,0,0,0,0,1,1,1
10,63,25,0.0,1.0,0.0,0.0,9,1,18.0,1,1.0,1.0,2.0,87.0,23.0,6.0,8.0,625,1,9,0,1,0,0,0,1
5,44,44,0.0,1.0,0.0,0.0,0,8,19.0,8,1.0,0.0,4.0,63.0,18.0,9.0,7.0,1936,1,0,0,0,1,1,1,1
4,70,18,0.0,1.0,0.0,0.0,7,1,16.0,1,1.0,0.0,,,,2.0,,324,1,7,0,0,1,1,0,0
5,71,17,0.0,1.0,0.0,0.0,9,0,,0,1.0,0.0,,,,2.0,,289,1,9,0,0,1,1,0,0
1,72,16,0.0,1.0,0.0,0.0,8,0,,0,1.0,0.0,,,,3.0,,256,1,8,0,0,1,1,0,0
1,73,15,0.0,1.0,0.0,0.0,8,0,,0,1.0,0.0,,,,5.0,,225,1,8,0,0,1,1,0,0
3,62,26,0.0,1.0,0.0,0.0,5,4,18.0,2,1.0,1.0,1.0,81.0,18.0,8.0,10.0,676,1,5,1,0,0,1,0,1
8,67,21,0.0,0.0,0.0,0.0,7,0,,0,1.0,1.0,7.0,87.0,19.0,4.0,3.0,441,1,7,0,0,1,0,0,1
2,60,28,0.0,1.0,0.0,0.0,7,3,17.0,3,1.0,1.0,,,,4.0,,784,1,7,0,1,0,1,0,0
9,68,20,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,2.0,,400,1,7,0,0,0,0,0,0
9,70,18,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,2.0,,324,1,7,0,0,0,0,0,0
10,55,33,0.0,1.0,0.0,0.0,5,2,17.0,2,1.0,1.0,6.0,84.0,28.0,3.0,5.0,1089,1,5,0,0,1,0,0,1
9,52,36,0.0,1.0,0.0,0.0,7,3,17.0,3,1.0,1.0,,,,4.0,,1296,1,7,1,0,0,0,0,0
3,62,26,,1.0,0.0,0.0,10,1,17.0,1,1.0,1.0,5.0,83.0,21.0,3.0,10.0,676,1,10,1,0,0,1,0,1
4,66,22,0.0,1.0,0.0,0.0,5,0,,0,1.0,1.0,,,,4.0,,484,1,5,1,0,0,1,0,0
6,65,23,0.0,1.0,0.0,0.0,0,1,20.0,1,1.0,1.0,5.0,87.0,21.0,2.0,7.0,529,1,0,1,0,0,1,1,1
1,65,23,0.0,1.0,0.0,0.0,7,2,20.0,2,1.0,1.0,4.0,82.0,17.0,4.0,0.0,529,1,7,0,0,0,1,0,1
10,58,30,0.0,1.0,0.0,0.0,0,2,17.0,2,1.0,0.0,5.0,75.0,16.0,2.0,0.0,900,1,0,1,0,0,0,1,1
9,58,30,0.0,1.0,0.0,0.0,0,5,17.0,5,1.0,1.0,6.0,75.0,16.0,10.0,6.0,900,1,0,0,0,0,0,1,1
8,63,25,0.0,1.0,0.0,0.0,10,0,,0,1.0,0.0,8.0,86.0,23.0,3.0,0.0,625,1,10,1,0,0,0,0,1
4,71,17,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,1.0,,289,1,7,1,0,0,1,0,0
9,66,22,0.0,1.0,0.0,0.0,7,2,14.0,2,1.0,1.0,,,,4.0,,484,1,7,0,0,0,0,0,0
9,69,19,0.0,1.0,0.0,0.0,10,0,,0,1.0,0.0,,,,4.0,,361,1,10,0,0,0,0,0,0
6,54,34,0.0,0.0,0.0,1.0,0,5,20.0,5,1.0,1.0,12.0,80.0,26.0,6.0,0.0,1156,1,0,1,0,0,1,1,1
1,59,29,0.0,0.0,0.0,0.0,0,6,17.0,5,1.0,0.0,4.0,75.0,16.0,7.0,0.0,841,1,0,0,0,0,1,1,1
8,63,25,0.0,1.0,1.0,0.0,10,1,19.0,1,1.0,1.0,,,,3.0,,625,1,10,0,1,0,0,0,0
9,70,18,0.0,1.0,0.0,0.0,6,1,16.0,1,1.0,0.0,,,,4.0,,324,1,6,0,0,1,0,0,0
10,71,17,0.0,1.0,0.0,0.0,0,0,,0,0.0,0.0,,,,4.0,,289,1,0,0,0,0,0,1,0
6,59,29,0.0,1.0,0.0,0.0,0,4,16.0,4,1.0,1.0,12.0,79.0,20.0,4.0,0.0,841,1,0,1,0,0,1,1,1
8,66,22,0.0,1.0,0.0,0.0,9,1,22.0,1,1.0,0.0,,,,4.0,,484,1,9,0,0,0,0,0,0
1,59,29,0.0,1.0,1.0,0.0,7,6,17.0,6,1.0,1.0,8.0,85.0,26.0,6.0,7.0,841,1,7,1,0,0,1,0,1
12,69,19,0.0,1.0,1.0,0.0,7,0,,0,1.0,1.0,,,,5.0,,361,1,7,1,0,0,0,0,0
3,50,38,1.0,1.0,0.0,0.0,5,7,15.0,7,1.0,1.0,6.0,65.0,15.0,7.0,6.0,1444,1,5,0,0,1,1,0,1
2,67,21,1.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,5.0,,441,1,7,0,0,1,1,0,0
3,57,31,1.0,1.0,1.0,0.0,8,3,16.0,3,1.0,1.0,7.0,85.0,28.0,4.0,7.0,961,1,8,0,0,1,1,0,1
9,73,15,1.0,1.0,1.0,0.0,8,0,,0,1.0,0.0,,,,4.0,,225,1,8,0,0,1,0,0,0
7,48,40,1.0,1.0,0.0,0.0,7,9,21.0,9,1.0,1.0,6.0,68.0,19.0,9.0,6.0,1600,1,7,1,0,0,0,0,1
6,70,18,1.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,4.0,,324,1,7,1,0,0,1,0,0
1,73,15,1.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,4.0,,225,1,7,1,0,0,1,0,0
8,51,37,1.0,1.0,0.0,0.0,7,6,19.0,6,1.0,1.0,8.0,85.0,34.0,6.0,10.0,1369,1,7,0,1,0,0,0,1
12,67,20,1.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,9.0,86.0,18.0,5.0,10.0,400,1,10,0,0,1,0,0,1
12,67,20,1.0,1.0,0.0,0.0,6,1,19.0,1,1.0,1.0,,,,4.0,,400,1,6,0,0,0,0,0,0
11,61,27,1.0,1.0,1.0,0.0,7,2,18.0,2,1.0,1.0,7.0,81.0,19.0,4.0,7.0,729,1,7,1,0,0,0,0,1
12,69,18,1.0,1.0,0.0,0.0,9,1,15.0,1,1.0,1.0,,,,6.0,,324,1,9,0,1,0,0,0,0
8,53,35,1.0,1.0,0.0,0.0,7,1,24.0,1,1.0,1.0,1.0,86.0,32.0,4.0,7.0,1225,1,7,0,1,0,0,0,1
4,73,15,1.0,1.0,0.0,0.0,6,0,,0,1.0,0.0,,,,2.0,,225,1,6,1,0,0,1,0,0
8,69,19,1.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,,,,3.0,,361,1,10,0,0,0,0,0,0
8,62,26,1.0,1.0,1.0,0.0,10,1,16.0,1,1.0,1.0,10.0,86.0,24.0,4.0,9.0,676,1,10,1,0,0,0,0,1
12,71,16,0.0,0.0,0.0,1.0,9,0,,0,1.0,0.0,,,,4.0,,256,1,9,1,0,0,0,0,0
4,57,31,0.0,1.0,1.0,0.0,12,3,21.0,3,1.0,1.0,10.0,79.0,22.0,5.0,12.0,961,1,12,0,0,1,1,0,1
1,70,18,1.0,1.0,1.0,0.0,7,0,,0,1.0,0.0,,,,4.0,,324,1,7,0,1,0,1,0,0
10,70,18,1.0,1.0,1.0,0.0,7,0,,0,1.0,1.0,,,,6.0,,324,1,7,1,0,0,0,0,0
5,44,44,0.0,1.0,1.0,0.0,14,7,19.0,5,1.0,1.0,2.0,60.0,15.0,4.0,18.0,1936,1,14,1,0,0,1,0,1
4,64,24,0.0,1.0,1.0,0.0,10,1,20.0,1,1.0,1.0,,,,4.0,,576,1,10,0,0,1,1,0,0
10,69,19,0.0,1.0,1.0,0.0,12,0,,0,1.0,1.0,,,,4.0,,361,1,12,1,0,0,0,0,0
10,69,19,0.0,1.0,1.0,0.0,7,1,17.0,1,1.0,0.0,,,,5.0,,361,1,7,0,1,0,0,0,0
11,46,41,0.0,1.0,1.0,0.0,13,2,24.0,2,1.0,1.0,12.0,83.0,37.0,3.0,10.0,1681,1,13,1,0,0,0,0,1
5,60,28,0.0,1.0,1.0,0.0,1,3,16.0,3,1.0,0.0,6.0,75.0,15.0,4.0,0.0,784,1,1,1,0,0,1,0,1
7,68,20,0.0,1.0,0.0,0.0,10,2,17.0,2,1.0,0.0,,,,4.0,,400,1,10,0,0,1,0,0,0
6,64,24,0.0,0.0,0.0,0.0,10,2,19.0,2,1.0,1.0,2.0,79.0,14.0,4.0,10.0,576,1,10,0,1,0,1,0,1
4,71,17,0.0,1.0,0.0,0.0,10,0,,0,1.0,0.0,,,,8.0,,289,1,10,0,1,0,1,0,0
11,59,28,0.0,1.0,0.0,0.0,10,3,20.0,3,1.0,1.0,7.0,80.0,20.0,4.0,12.0,784,1,10,1,0,0,0,0,1
5,65,23,0.0,1.0,0.0,0.0,7,1,17.0,1,1.0,1.0,,,,4.0,,529,1,7,1,0,0,1,0,0
6,69,19,0.0,1.0,0.0,0.0,3,0,,0,1.0,0.0,,,,4.0,,361,1,3,0,0,0,1,0,0
8,56,32,1.0,1.0,1.0,0.0,10,2,18.0,2,1.0,1.0,8.0,82.0,26.0,4.0,12.0,1024,1,10,0,1,0,0,0,1
5,59,29,0.0,0.0,0.0,0.0,7,3,18.0,3,1.0,1.0,,,,6.0,,841,1,7,0,1,0,1,0,0
1,69,19,1.0,1.0,1.0,0.0,7,0,,0,1.0,0.0,,,,2.0,,361,1,7,1,0,0,1,0,0
9,64,24,0.0,1.0,0.0,1.0,7,1,15.0,1,1.0,1.0,,,,4.0,,576,1,7,1,0,0,0,0,0
7,62,26,1.0,1.0,1.0,0.0,7,1,21.0,1,1.0,1.0,,,,4.0,,676,1,7,1,0,0,0,0,0
6,63,25,0.0,1.0,0.0,1.0,0,1,21.0,1,1.0,1.0,,,,6.0,,625,1,0,0,0,0,1,1,0
10,71,17,0.0,1.0,0.0,1.0,6,0,,0,1.0,0.0,,,,6.0,,289,1,6,1,0,0,0,0,0
6,52,36,0.0,1.0,0.0,0.0,7,1,21.0,1,1.0,0.0,12.0,77.0,25.0,3.0,0.0,1296,1,7,0,1,0,1,0,1
7,65,23,0.0,1.0,0.0,0.0,0,2,16.0,2,1.0,1.0,12.0,85.0,20.0,2.0,7.0,529,1,0,1,0,0,0,1,1
6,66,22,0.0,1.0,0.0,0.0,0,0,,0,1.0,1.0,11.0,86.0,20.0,6.0,10.0,484,1,0,0,1,0,1,1,1
10,69,19,0.0,1.0,1.0,0.0,10,0,,0,1.0,0.0,,,,6.0,,361,1,10,1,0,0,0,0,0
4,52,36,0.0,1.0,0.0,0.0,5,2,21.0,1,1.0,0.0,,,,7.0,,1296,1,5,1,0,0,1,0,0
9,60,28,0.0,0.0,0.0,0.0,9,3,18.0,3,1.0,1.0,12.0,80.0,20.0,4.0,4.0,784,1,9,1,0,0,0,0,1
8,70,18,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,4.0,,324,1,7,0,0,1,0,0,0
6,52,36,0.0,1.0,0.0,1.0,7,3,20.0,3,1.0,0.0,12.0,81.0,29.0,6.0,0.0,1296,1,7,0,0,1,1,0,1
9,72,16,0.0,1.0,0.0,1.0,6,0,,0,1.0,0.0,,,,2.0,,256,1,6,0,0,1,0,0,0
7,66,22,0.0,1.0,0.0,0.0,7,1,19.0,1,1.0,1.0,,,,4.0,,484,1,7,0,1,0,0,0,0
4,63,25,0.0,1.0,0.0,0.0,11,1,18.0,1,1.0,1.0,,,,4.0,,625,1,11,0,0,1,1,0,0
9,49,39,0.0,1.0,0.0,0.0,2,2,23.0,2,1.0,1.0,1.0,69.0,19.0,6.0,0.0,1521,1,2,1,0,0,0,0,1
6,60,28,0.0,1.0,0.0,0.0,3,2,21.0,2,1.0,1.0,3.0,80.0,19.0,6.0,,784,1,3,1,0,0,1,0,1
2,62,26,0.0,1.0,0.0,0.0,7,2,20.0,2,1.0,0.0,11.0,85.0,23.0,4.0,8.0,676,1,7,1,0,0,1,0,1
7,66,22,0.0,1.0,0.0,0.0,9,0,,0,1.0,0.0,,,,2.0,,484,1,9,0,1,0,0,0,0
2,69,19,0.0,1.0,0.0,0.0,9,0,,0,1.0,1.0,,,,4.0,,361,1,9,0,1,0,1,0,0
1,44,44,0.0,0.0,0.0,0.0,4,7,16.0,7,1.0,0.0,1.0,60.0,16.0,4.0,7.0,1936,1,4,0,1,0,1,0,1
7,60,28,0.0,1.0,0.0,0.0,10,3,16.0,3,1.0,0.0,1.0,74.0,13.0,5.0,10.0,784,1,10,0,1,0,0,0,1
2,62,26,0.0,0.0,0.0,0.0,7,2,17.0,2,1.0,1.0,3.0,79.0,17.0,4.0,10.0,676,1,7,0,1,0,1,0,1
10,50,38,0.0,0.0,0.0,1.0,4,5,19.0,5,1.0,1.0,10.0,69.0,19.0,5.0,4.0,1444,1,4,1,0,0,0,0,1
5,70,18,0.0,0.0,0.0,1.0,10,0,,0,1.0,1.0,,,,3.0,,324,1,10,1,0,0,1,0,0
11,72,16,0.0,0.0,0.0,1.0,9,0,,0,1.0,0.0,,,,2.0,,256,1,9,1,0,0,0,0,0
3,62,26,0.0,1.0,0.0,0.0,7,1,24.0,1,1.0,1.0,,,,1.0,,676,1,7,1,0,0,1,0,0
3,69,19,0.0,1.0,0.0,0.0,9,0,,0,1.0,0.0,,,,4.0,,361,1,9,0,1,0,1,0,0
2,70,18,0.0,1.0,0.0,0.0,12,0,,0,1.0,1.0,,,,4.0,,324,1,12,0,1,0,1,0,0
7,55,33,0.0,1.0,0.0,1.0,7,5,19.0,5,1.0,1.0,10.0,76.0,21.0,6.0,9.0,1089,1,7,0,0,1,0,0,1
11,65,23,0.0,1.0,0.0,1.0,6,1,22.0,1,1.0,0.0,,,,6.0,,529,1,6,0,0,1,0,0,0
2,64,24,0.0,1.0,0.0,1.0,5,2,19.0,2,1.0,0.0,,,,6.0,,576,1,5,1,0,0,1,0,0
12,66,21,0.0,1.0,0.0,0.0,10,1,21.0,1,1.0,0.0,,,,2.0,,441,1,10,0,0,1,0,0,0
11,71,17,0.0,1.0,0.0,0.0,10,0,,0,1.0,0.0,,,,4.0,,289,1,10,0,0,1,0,0,0
11,62,26,0.0,0.0,0.0,1.0,7,3,20.0,3,1.0,0.0,,,,3.0,,676,1,7,1,0,0,0,0,0
2,71,17,0.0,0.0,0.0,0.0,10,0,,0,1.0,0.0,,,,6.0,,289,1,10,1,0,0,1,0,0
9,71,17,0.0,0.0,0.0,0.0,9,0,,0,1.0,0.0,,,,6.0,,289,1,9,1,0,0,0,0,0
5,61,27,0.0,1.0,0.0,0.0,10,1,20.0,1,1.0,1.0,,,,3.0,,729,1,10,0,1,0,1,0,0
7,46,42,0.0,1.0,0.0,0.0,10,2,17.0,2,1.0,1.0,,,,4.0,,1764,1,10,0,0,1,0,0,0
8,63,25,0.0,1.0,0.0,0.0,10,1,20.0,1,1.0,1.0,,,,4.0,,625,1,10,0,0,1,0,0,0
10,60,28,0.0,1.0,0.0,0.0,12,1,21.0,1,1.0,1.0,,,,10.0,,784,1,12,0,0,1,0,0,0
1,69,19,0.0,1.0,0.0,0.0,12,0,,0,1.0,0.0,,,,4.0,,361,1,12,0,0,1,1,0,0
10,64,24,0.0,1.0,0.0,1.0,7,1,22.0,1,1.0,0.0,12.0,86.0,22.0,5.0,7.0,576,1,7,1,0,0,0,0,1
12,69,18,0.0,0.0,0.0,0.0,7,2,16.0,2,1.0,0.0,9.0,87.0,17.0,5.0,0.0,324,1,7,0,0,0,0,0,1
1,64,24,0.0,0.0,0.0,0.0,5,3,15.0,3,1.0,0.0,,,,5.0,,576,1,5,0,0,0,1,0,0
1,67,21,0.0,0.0,0.0,0.0,7,1,19.0,1,1.0,0.0,1.0,87.0,20.0,4.0,7.0,441,1,7,0,0,0,1,0,1
6,61,27,1.0,0.0,0.0,0.0,2,1,14.0,1,1.0,0.0,1.0,88.0,26.0,10.0,,729,1,2,0,0,0,1,0,1
10,72,16,0.0,0.0,0.0,1.0,7,0,,0,1.0,1.0,,,,4.0,,256,1,7,1,0,0,0,0,0
1,54,34,0.0,0.0,0.0,0.0,0,7,18.0,7,1.0,0.0,,,,5.0,,1156,1,0,0,0,1,1,1,0
6,57,31,0.0,1.0,0.0,0.0,0,3,18.0,3,1.0,1.0,6.0,71.0,14.0,6.0,7.0,961,1,0,1,0,0,1,1,1
3,47,41,0.0,0.0,0.0,0.0,0,1,34.0,1,1.0,0.0,11.0,80.0,33.0,5.0,1.0,1681,1,0,1,0,0,1,1,1
8,71,17,0.0,0.0,0.0,0.0,7,1,14.0,1,1.0,1.0,7.0,88.0,16.0,6.0,5.0,289,1,7,1,0,0,0,0,1
10,60,28,0.0,1.0,0.0,0.0,7,2,18.0,2,1.0,1.0,,,,4.0,,784,1,7,1,0,0,0,0,0
1,58,30,0.0,1.0,0.0,0.0,5,1,26.0,1,1.0,0.0,2.0,86.0,28.0,5.0,7.0,900,1,5,1,0,0,1,0,1
7,66,22,0.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,4.0,,484,1,7,0,0,0,0,0,0
1,69,19,0.0,1.0,0.0,0.0,7,1,18.0,0,1.0,1.0,,,,3.0,,361,1,7,0,0,0,1,0,0
10,61,27,0.0,1.0,0.0,0.0,6,4,18.0,4,1.0,1.0,3.0,85.0,23.0,3.0,0.0,729,1,6,1,0,0,0,0,1
1,53,35,0.0,1.0,0.0,1.0,1,1,17.0,1,1.0,0.0,10.0,69.0,16.0,5.0,0.0,1225,1,1,1,0,0,1,0,1
12,70,17,0.0,0.0,0.0,0.0,6,1,17.0,1,1.0,0.0,6.0,87.0,16.0,4.0,8.0,289,1,6,1,0,0,0,0,1
3,49,39,0.0,1.0,0.0,1.0,0,8,19.0,6,1.0,1.0,6.0,67.0,18.0,4.0,7.0,1521,1,0,1,0,0,1,1,1
8,72,16,0.0,1.0,0.0,1.0,9,0,,0,1.0,0.0,,,,4.0,,256,1,9,1,0,0,0,0,0
10,57,31,0.0,1.0,0.0,1.0,0,7,12.0,7,1.0,1.0,,,,7.0,,961,1,0,1,0,0,0,1,0
5,48,40,0.0,1.0,0.0,1.0,7,7,21.0,7,1.0,0.0,10.0,84.0,36.0,8.0,3.0,1600,1,7,1,0,0,1,0,1
12,52,35,0.0,1.0,0.0,1.0,6,6,16.0,6,1.0,1.0,3.0,69.0,16.0,6.0,7.0,1225,1,6,1,0,0,0,0,1
1,58,30,0.0,1.0,0.0,0.0,7,4,22.0,4,1.0,1.0,2.0,86.0,28.0,8.0,10.0,900,1,7,0,0,0,1,0,1
6,55,33,0.0,0.0,0.0,0.0,0,6,18.0,5,1.0,0.0,4.0,73.0,17.0,9.0,7.0,1089,1,0,1,0,0,1,1,1
9,61,27,0.0,0.0,0.0,0.0,4,1,19.0,1,1.0,0.0,,,,4.0,,729,1,4,0,0,0,0,0,0
6,62,26,0.0,1.0,0.0,0.0,4,5,14.0,5,1.0,1.0,3.0,81.0,18.0,8.0,2.0,676,1,4,1,0,0,1,0,1
10,57,31,0.0,1.0,0.0,1.0,3,4,17.0,4,1.0,1.0,6.0,74.0,16.0,5.0,,961,1,3,1,0,0,0,0,1
10,67,21,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,12.0,87.0,20.0,6.0,0.0,441,1,7,0,1,0,0,0,1
1,61,27,0.0,1.0,0.0,0.0,4,4,20.0,4,1.0,0.0,6.0,81.0,20.0,,7.0,729,1,4,0,0,0,1,0,1
7,63,25,0.0,1.0,0.0,0.0,7,3,19.0,3,1.0,1.0,6.0,86.0,22.0,6.0,7.0,625,1,7,0,0,0,0,0,1
6,69,19,0.0,1.0,0.0,0.0,7,1,17.0,0,1.0,1.0,7.0,84.0,15.0,6.0,10.0,361,1,7,1,0,0,1,0,1
5,63,25,0.0,1.0,0.0,1.0,7,2,18.0,2,1.0,1.0,1.0,83.0,19.0,5.0,7.0,625,1,7,0,0,0,1,0,1
1,68,20,0.0,1.0,0.0,1.0,7,1,17.0,1,1.0,0.0,6.0,88.0,20.0,6.0,7.0,400,1,7,1,0,0,1,0,1
12,70,17,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,4.0,,289,1,7,1,0,0,0,0,0
12,59,28,0.0,1.0,0.0,1.0,7,3,17.0,2,1.0,1.0,5.0,84.0,24.0,4.0,10.0,784,1,7,0,0,0,0,0,1
12,66,21,0.0,1.0,0.0,0.0,10,2,17.0,2,1.0,1.0,3.0,86.0,19.0,4.0,7.0,441,1,10,1,0,0,0,0,1
12,67,20,0.0,0.0,0.0,1.0,7,1,19.0,1,1.0,1.0,,,,4.0,,400,1,7,1,0,0,0,0,0
2,64,24,0.0,0.0,0.0,0.0,6,3,18.0,3,1.0,1.0,2.0,81.0,17.0,4.0,0.0,576,1,6,1,0,0,1,0,1
5,61,27,0.0,1.0,0.0,1.0,5,4,19.0,4,1.0,1.0,10.0,83.0,22.0,4.0,7.0,729,1,5,1,0,0,1,0,1
9,67,21,0.0,1.0,0.0,0.0,7,1,20.0,1,1.0,0.0,,,,3.0,,441,1,7,1,0,0,0,0,0
12,69,18,0.0,1.0,0.0,1.0,3,0,,0,1.0,0.0,,,,7.0,,324,1,3,1,0,0,0,0,0
10,51,37,0.0,0.0,0.0,1.0,0,2,15.0,1,1.0,0.0,6.0,68.0,16.0,4.0,0.0,1369,1,0,1,0,0,0,1,1
4,73,15,0.0,0.0,0.0,1.0,7,0,,0,1.0,0.0,,,,4.0,,225,1,7,1,0,0,1,0,0
